prickles	prickle
choirs	choir
radicles	radicle
oligodendrocytes	oligodendrocyte
also	conjurer
eligibles	eligible
delphiniums	delphinium
sparer	spare
teleported	teleport
blacking	black
prophecies	prophecy
advocated	advocate
overwinters	overwinter
arterioscleroses	arteriosclerosis
floweriest	flowery
linearised	linearise
educationists	educationist
graphs	graph
incasing	incase
bickering	bicker
carotenes	carotene
trolling	troll
spoonfuls	spoonful
marmots	marmot
ghostwriting	ghostwrite
occupying	occupy
varies	vary
gathering	gather
keenest	keen
coached	coach
volunteering	volunteer
fetishisms	fetishism
combines	combine
wire-tapped	wire-tap
unfortunates	unfortunate
endeavored	endeavor
bits	bit
seamier	seamy
curators	curator
glueing	glue
flysheets	flysheet
sandwiches	sandwich
quilts	quilt
spin-dried	spin-dry
tutelages	tutelage
entrees	entree
introjects	introject
stimuli	stimulus
examinations	examination
troglodytes	troglodyte
promoted	promote
collapses	collapse
backstrokes	backstroke
proportioned	proportion
mimeographed	mimeograph
neuropeptides	neuropeptide
docketed	docket
escalated	escalate
dunks	dunk
dispersing	disperse
sensitizing	sensitize
goutier	gouty
motivated	motivate
nosey-parkers	nosey-parker
whetting	whet
salaaming	salaam
hassled	hassle
dots	dot
sulked	sulk
stultified	stultify
schistosomes	schistosome
extolling	extol
criminalised	criminalise
devotees	devotee
tonifies	tonify
frogs	frog
emphases	emphasis
overhearing	overhear
labouring	labour
lightest	light
smallishest	smallish
impugning	impugn
simultaneities	simultaneity
positrons	positron
trapezoids	trapezoid
speedboats	speedboat
saturates	saturate
conversed	converse
begun	begin
chauffeuring	chauffeur
shucks	shuck
cognates	cognate
platypuses	platypus
crushed	crush
strives	strive
hypochondrias	hypochondria
hands	hand
grassiest	grassy
impaled	impale
blurting	blurt
uncorked	uncork
elevating	elevate
gladdening	gladden
bookmarking	bookmark
decanters	decanter
barbershops	barbershop
re-orientates	re-orientate
cents	cent
doorposts	doorpost
elbowing	elbow
hairdos	hairdo
automats	automat
participates	participate
constraints	constraint
overestimating	overestimate
excluding	exclude
bouncers	bouncer
worst	ill
synthesizers	synthesizer
gotten	get
dimmed	dim
swatting	swat
seawaters	seawater
squabs	squab
holidaymakers	holidaymaker
intubations	intubation
pariahs	pariah
bribes	bribe
behaving	behave
letterheads	letterhead
synthesises	synthesise
repacked	repack
feared	fear
re-examined	re-examine
authorities	authority
jalapenos	jalapeno
poofs	poof
siblings	sibling
softening	soften
recovering	recover
multitudes	multitude
harlequins	harlequin
rosier	rosy
bricked	brick
beta-carotenes	beta-carotene
timepoints	timepoint
booked	book
evasions	evasion
siskins	siskin
loaders	loader
destructed	destruct
re-roofed	re-roof
categorizes	categorize
plexuses	plexus
freezing	freeze
dxs	dx
champs	champ
moyens	moyen
recrystallisations	recrystallisation
behinds	behind
conjugated	conjugate
maltreats	maltreat
peers	peer
warranted	warrant
parachutes	parachute
hyponatraemias	hyponatraemia
pursing	purse
spastics	spastic
crematoriums	crematorium
worthiest	worthy
afforded	afford
lades	lade
panniers	pannier
smacking	smack
ice-breakers	ice-breaker
honing	hone
lilts	lilt
recounting	recount
hickories	hickory
goose-stepped	goose-step
dissolved	dissolve
cokes	coke
moisturising	moisturise
misdone	misdo
precursors	precursor
overcharged	overcharge
msecs	msec
descants	descant
toggles	toggle
chillers	chiller
disliking	dislike
dexterities	dexterity
infinitives	infinitive
re-equips	re-equip
carpeted	carpet
illustrated	illustrate
enunciations	enunciation
marauded	maraud
caravaning	caravan
stomas	stoma
irruptions	irruption
voltmeters	voltmeter
sub-structures	sub-structure
compères	compère
overflights	overflight
latins	latin
hollowest	hollow
lecterns	lectern
metrics	metric
blonder	blond
constitutionals	constitutional
predetermining	predetermine
sprinkling	sprinkle
exhausting	exhaust
superchargers	supercharger
aquariuses	aquarius
re-states	re-state
back-combs	back-comb
creameries	creamery
tabulations	tabulation
unfreezes	unfreeze
zeolites	zeolite
reserved	reserve
inheres	inhere
introducers	introducer
biopharmaceuticals	biopharmaceutical
cleansings	cleansing
acetazolamides	acetazolamide
proof-reader	proofreader
treats	treat
blasphemed	blaspheme
repacks	repack
complementarities	complementarity
wanks	wank
increments	increment
mousetraps	mousetrap
heretics	heretic
plumping	plump
angstroms	angstrom
scrummaging	scrummage
drew	draw
ladles	ladle
huds	hud
curies	curie
fraying	fray
apostles	apostle
perpetrated	perpetrate
tenderer	tender
armpits	armpit
criminalized	criminalize
debarking	debark
infiltrators	infiltrator
browner	brown
embanking	embank
meshes	mesh
re-typing	re-type
partaken	partake
apportioned	apportion
staring	stare
mournings	mourning
partakes	partake
sated	sate
fleecier	fleecy
fantasias	fantasia
ballasts	ballast
exercise-books	exercise-book
striking	strike
eavesdroppers	eavesdropper
portions	portion
hustlers	hustler
spottiest	spotty
mementoes	memento
minibusses	minibus
tunes	tune
clambering	clamber
ethnographers	ethnographer
lifeguards	lifeguard
cued	cue
hovels	hovel
reconstitutes	reconstitute
coughs	cough
gating	gate
sanctions	sanction
leasing	lease
humps	hump
intrigues	intrigue
noticed	notice
mumbling	mumble
inessentials	inessential
cohesions	cohesion
potties	potty
lebaneses	lebanese
denominations	denomination
mouthpieces	mouthpiece
maniacs	maniac
withholding	withhold
dongs	dong
electives	elective
musks	musk
combatting	combat
microfilters	microfilter
tackling	tackle
gestapos	gestapo
worklists	worklist
over-burdened	over-burden
proclaimed	proclaim
palling	pal
craggiest	craggy
drawled	drawl
sharers	sharer
goodest	good
mascaras	mascara
nepalis	nepali
trekkers	trekker
performed	perform
wetsuits	wetsuit
gayest	gay
ws	w
garters	garter
whispering	whisper
goings-over	going-over
re-filling	re-fill
pre-defines	pre-define
variabilities	variability
reconverts	reconvert
scarier	scary
villas	villa
colonies	colony
turkeys	turkey
boas	boa
creaking	creak
diameters	diameter
interlined	interline
diversifications	diversification
martinis	martini
tabulated	tabulate
ampoules	ampoule
cowpats	cowpat
brays	bray
hoariest	hoary
emporia	emporium
vomits	vomit
presentments	presentment
cirri	cirrus
aggregated	aggregate
polymaths	polymath
narcissisms	narcissism
parasitised	parasitise
empowered	empower
deserts	desert
preferred	prefer
sensitised	sensitise
weighed	weigh
togs	tog
overextensions	overextension
annihilating	annihilate
relating	relate
modularised	modularise
legitimates	legitimate
unbalancing	unbalance
stop-pressing	stop-press
academicians	academician
scorches	scorch
openings	opening
detentions	detention
hs	h
lay-bies	lay-by
zoospores	zoospore
serenaded	serenade
nitrites	nitrite
larked	lark
popularizing	popularize
airplanes	airplane
generalizing	generalize
hyperbolas	hyperbola
dynamometers	dynamometer
questioners	questioner
fetlocks	fetlock
taunting	taunt
eighty-fifth	85
fragmentations	fragmentation
clenches	clench
weighting	weight
co-existences	co-existence
chilled	chill
thudding	thud
demilitarizes	demilitarize
bowels	bowel
concords	concord
disrobing	disrobe
composes	compose
obscurer	obscure
clerked	clerk
nominalists	nominalist
libidos	libido
pre-tests	pre-test
medulloblastomas	medulloblastoma
overflies	overfly
lintels	lintel
idiosyncrasies	idiosyncrasy
warrantees	warrantee
poops	poop
deodorizing	deodorize
unearths	unearth
sympathizing	sympathize
bedlams	bedlam
self-destructed	self-destruct
foramina	foramen
omnibusses	omnibus
anthems	anthem
underreported	underreport
furriers	furrier
reintroductions	reintroduction
enveloping	envelop
groceries	grocery
normalises	normalise
splices	splice
mosquitoes	mosquito
permeabilities	permeability
geomorphologists	geomorphologist
desisting	desist
kolas	kola
re-directed	re-direct
garbing	garb
monetizes	monetize
sleepwalked	sleepwalk
sub-divided	sub-divide
overstating	overstate
debited	debit
intubating	intubate
bantering	banter
repertories	repertory
bullets	bullet
flyers	flyer
one-steps	one-step
mons	mon
slier	sly
prototyping	prototype
attaches	attache
protons	proton
barring	bar
famines	famine
compactest	compact
water-closets	water-closet
cottonseeds	cottonseed
isles	isle
plateaued	plateau
bigamies	bigamy
chloramines	chloramine
intercepting	intercept
trollies	trolly
marveling	marvel
submersions	submersion
sentencing	sentence
vocals	vocal
colchicines	colchicine
hyperactivities	hyperactivity
disposals	disposal
yellowest	yellow
grouped	group
neuropsychologists	neuropsychologist
cremating	cremate
pored	pore
muzzier	muzzy
nephews	nephew
porticos	portico
disproofs	disproof
walruses	walrus
itchiest	itchy
catalogs	catalog
remainders	remainder
successes	success
snaffled	snaffle
deranged	derange
transponders	transponder
duplications	duplication
retrogrades	retrograde
academies	academy
smoothest	smooth
irises	iris
demolishing	demolish
typewritten	typewrite
insulations	insulation
armies	army
re-forming	re-form
busier	busy
adhered	adhere
whackings	whacking
sobered	sober
hogged	hog
seductions	seduction
provosts	provost
restorations	restoration
tangoing	tango
chevrons	chevron
fishing	fish
reconfigurations	reconfiguration
sprucing	spruce
ears	ear
treasures	treasure
galvanised	galvanise
vitrifies	vitrify
worrying	worry
grandfathering	grandfather
fund-raisers	fund-raiser
troubleshoots	troubleshoot
asps	asp
dugouts	dugout
scanter	scant
nanoseconds	nanosecond
bulgarians	bulgarian
tensed	tense
lips	lip
floods	flood
pressed	press
rapiers	rapier
devouter	devout
subprograms	subprogram
re-introduced	re-introduce
datasets	dataset
coarsening	coarsen
trivialising	trivialise
alveoli	alveolus
descriptors	descriptor
re-roofs	re-roof
gulls	gull
civilians	civilian
refinancing	refinance
weathering	weather
magnets	magnet
marketeers	marketeer
aquae	aqua
goose-stepping	goose-step
pommeled	pommel
skiers	skier
nt	not
re-counting	re-count
metallurgies	metallurgy
calcites	calcite
fecundities	fecundity
corner-stones	corner-stone
rhapsodies	rhapsody
super-powers	super-power
liveweights	liveweight
cohabited	cohabit
cues	cue
meteorologies	meteorology
colossuses	colossus
shots	shot
enjoyed	enjoy
confectioneries	confectionery
cheekier	cheeky
fons	fon
rousing	rouse
fêtes	fête
sagas	saga
literals	literal
test-drove	test-drive
regressors	regressor
dyked	dyke
tricking	trick
shutting	shut
sunroofs	sunroof
percentiles	percentile
satirized	satirize
gads	gad
associating	associate
re-learnt	re-learn
entangling	entangle
readjusting	readjust
millionaires	millionaire
wavelengths	wavelength
squatters	squatter
slacker	slack
lysosomes	lysosome
prohibiting	prohibit
synthesisers	synthesiser
detoured	detour
involves	involve
theatricals	theatrical
srs	sr
bonnets	bonnet
crystallizations	crystallization
drops	drop
sententiously	sententious
detaining	detain
sweltered	swelter
peacekeepers	peacekeeper
rectifies	rectify
lovelies	lovely
virtues	virtue
parabens	paraben
volleyballs	volleyball
wordier	wordy
erred	err
segmentations	segmentation
waterways	waterway
mantels	mantel
freelanced	freelance
seconded	second
standardised	standardise
rioting	riot
populated	populate
ditties	ditty
naps	nap
intercalates	intercalate
hyacinths	hyacinth
ruffs	ruff
unfroze	unfreeze
re-modeled	re-model
furans	furan
written	write
triter	trite
redresses	redress
resourcing	resource
passovers	passover
sappier	sappy
fibres	fibre
ischemias	ischemia
rumored	rumor
purveyed	purvey
biologies	biology
sapping	sap
euphemisms	euphemism
christenings	christening
diving	dive
picking	pick
buffeting	buffet
bulking	bulk
monikers	moniker
contemplated	contemplate
pedestrianised	pedestrianise
gentiles	gentile
rescinds	rescind
recomputed	recompute
peaks	peak
mists	mist
triages	triage
turning-points	turning-point
refrains	refrain
spearmints	spearmint
carded	card
bumpiest	bumpy
cutouts	cutout
subsuming	subsume
knives	knife
misclassified	misclassify
focussed	focus
realisms	realism
foregrounding	foreground
parallelises	parallelise
cosignatories	cosignatory
rids	rid
extracting	extract
analogues	analogue
viler	vile
aquaplaning	aquaplane
resentments	resentment
biting	bite
chaises	chaise
corned	corn
crusted	crust
invaded	invade
francophones	francophone
newels	newel
perpetrating	perpetrate
roars	roar
tractabilities	tractability
dazzling	dazzle
sextons	sexton
restricts	restrict
compressibilities	compressibility
vacs	vac
coils	coil
immunizes	immunize
favors	favor
toiling	toil
strutting	strut
forty-sevenths	forty-seventh
duets	duet
eradications	eradication
curiae	curia
conducts	conduct
infilled	infill
mangles	mangle
cleft	cleave
lochs	loch
fountains	fountain
flares	flare
cognizing	cognize
terriers	terrier
sanitises	sanitise
watchmakers	watchmaker
sing-songs	sing-song
anatomists	anatomist
routs	rout
stoats	stoat
sculls	scull
pinned	pin
braving	brave
soared	soar
peritoneums	peritoneum
sped	speed
reinforces	reinforce
roles	role
mesotheliomas	mesothelioma
jauntier	jaunty
bohemians	bohemian
lefties	lefty
tesserae	tessera
embargoing	embargo
cupsful	cupful
bookies	bookie
thirtieths	thirtieth
crystallises	crystallise
camcorders	camcorder
drudges	drudge
seceded	secede
guanines	guanine
motorcars	motorcar
listens	listen
particleboards	particleboard
crackled	crackle
bluing	blue
packets	packet
glaciates	glaciate
anticyclones	anticyclone
irritants	irritant
aircrews	aircrew
minks	mink
quadrupled	quadruple
duffing	duff
bragging	brag
fugues	fugue
stitches	stitch
aporias	aporia
contactees	contactee
savored	savor
apexes	apex
adzes	adze
reprocesses	reprocess
underfeeding	underfeed
martians	martian
reiterated	reiterate
shelters	shelter
enthralled	enthrall
reexamines	reexamine
hornbills	hornbill
breakups	breakup
compensators	compensator
diapers	diaper
forget-me-nots	forget-me-not
audiotapes	audiotape
equalizing	equalize
grubbed	grub
concurrences	concurrence
grown-ups	grown-up
committeemen	committeeman
arrested	arrest
equalizations	equalization
scalings	scaling
bioethicists	bioethicist
foreshores	foreshore
interbreeding	interbreed
safflowers	safflower
writs	writ
pawnshops	pawnshop
stenciling	stencil
pre-qualifying	pre-qualify
epigraphs	epigraph
entraining	entrain
ghost-wrote	ghost-write
chondrocytes	chondrocyte
fifty-sevenths	fifty-seventh
gunmen	gunman
toothpastes	toothpaste
roiling	roil
reinstallations	reinstallation
affording	afford
outputting	output
curliest	curly
composures	composure
dates	date
yearlings	yearling
cholestases	cholestasis
misconceptions	misconception
fuzziest	fuzzy
slimming	slim
plaits	plait
vulnerablest	vulnerable
bears	bear
super-computers	super-computer
flapping	flap
shudders	shudder
immobilizes	immobilize
lyrics	lyric
halving	halve
images	image
remunerating	remunerate
manatees	manatee
beseeching	beseech
hunks	hunk
busiest	busy
appellations	appellation
nettled	nettle
keels	keel
y-axides	y-axis
dissidents	dissident
obediences	obedience
contemplating	contemplate
escapees	escapee
histidines	histidine
brewers	brewer
parleying	parley
doilies	doily
tapas	tapa
armbands	armband
lowering	lower
stretchiest	stretchy
underparts	underpart
cadgers	cadger
pretensions	pretension
gnawed	gnaw
nucleotides	nucleotide
wagging	wag
sickliest	sickly
taxes	tax
pussyfoots	pussyfoot
wanning	wan
reruns	rerun
abandoning	abandon
convoys	convoy
rapping	rap
acidifies	acidify
direst	dire
soaps	soap
jasmins	jasmin
keyboarding	keyboard
firecrackers	firecracker
eliding	elide
quarrelling	quarrel
twenty-fifths	twenty-fifth
fictionalized	fictionalize
labeled	label
beings	being
tumbling	tumble
cholines	choline
gateways	gateway
scrolled	scroll
