prickles	prickle
liveweights	liveweight
cohabited	cohabit
cues	cue
meteorologies	meteorology
colossuses	colossus
shots	shot
enjoyed	enjoy
confectioneries	confectionery
cheekier	cheeky
fons	fon
rousing	rouse
fêtes	fête
sagas	saga
literals	literal
test-drove	test-drive
regressors	regressor
dyked	dyke
tricking	trick
shutting	shut
sunroofs	sunroof
percentiles	percentile
satirized	satirize
gads	gad
associating	associate
re-learnt	re-learn
entangling	entangle
readjusting	readjust
millionaires	millionaire
wavelengths	wavelength
squatters	squatter
slacker	slack
lysosomes	lysosome
prohibiting	prohibit
synthesisers	synthesiser
detoured	detour
involves	involve
theatricals	theatrical
srs	sr
bonnets	bonnet
crystallizations	crystallization
drops	drop
sententiously	sententious
detaining	detain
sweltered	swelter
peacekeepers	peacekeeper
rectifies	rectify
lovelies	lovely
virtues	virtue
parabens	paraben
volleyballs	volleyball
wordier	wordy
erred	err
segmentations	segmentation
waterways	waterway
mantels	mantel
freelanced	freelance
seconded	second
standardised	standardise
rioting	riot
populated	populate
ditties	ditty
naps	nap
intercalates	intercalate
hyacinths	hyacinth
ruffs	ruff
unfroze	unfreeze
re-modeled	re-model
furans	furan
written	write
triter	trite
redresses	redress
resourcing	resource
passovers	passover
sappier	sappy
fibres	fibre
ischemias	ischemia
rumored	rumor
purveyed	purvey
biologies	biology
sapping	sap
euphemisms	euphemism
christenings	christening
diving	dive
picking	pick
buffeting	buffet
bulking	bulk
monikers	moniker
contemplated	contemplate
pedestrianised	pedestrianise
gentiles	gentile
rescinds	rescind
recomputed	recompute
peaks	peak
mists	mist
triages	triage
turning-points	turning-point
refrains	refrain
spearmints	spearmint
carded	card
bumpiest	bumpy
cutouts	cutout
subsuming	subsume
knives	knife
misclassified	misclassify
focussed	focus
realisms	realism
foregrounding	foreground
parallelises	parallelise
cosignatories	cosignatory
rids	rid
extracting	extract
analogues	analogue
viler	vile
aquaplaning	aquaplane
resentments	resentment
biting	bite
chaises	chaise
corned	corn
crusted	crust
invaded	invade
francophones	francophone
newels	newel
perpetrating	perpetrate
roars	roar
tractabilities	tractability
dazzling	dazzle
sextons	sexton
restricts	restrict
compressibilities	compressibility
vacs	vac
coils	coil
immunizes	immunize
favors	favor
toiling	toil
strutting	strut
forty-sevenths	forty-seventh
duets	duet
eradications	eradication
curiae	curia
conducts	conduct
infilled	infill
mangles	mangle
cleft	cleave
lochs	loch
fountains	fountain
flares	flare
cognizing	cognize
terriers	terrier
sanitises	sanitise
watchmakers	watchmaker
sing-songs	sing-song
anatomists	anatomist
routs	rout
stoats	stoat
sculls	scull
pinned	pin
braving	brave
soared	soar
peritoneums	peritoneum
sped	speed
reinforces	reinforce
roles	role
mesotheliomas	mesothelioma
jauntier	jaunty
bohemians	bohemian
lefties	lefty
tesserae	tessera
embargoing	embargo
cupsful	cupful
bookies	bookie
thirtieths	thirtieth
crystallises	crystallise
camcorders	camcorder
drudges	drudge
seceded	secede
guanines	guanine
motorcars	motorcar
listens	listen
particleboards	particleboard
crackled	crackle
bluing	blue
packets	packet
glaciates	glaciate
anticyclones	anticyclone
irritants	irritant
aircrews	aircrew
minks	mink
quadrupled	quadruple
duffing	duff
bragging	brag
fugues	fugue
stitches	stitch
aporias	aporia
contactees	contactee
savored	savor
apexes	apex
adzes	adze
reprocesses	reprocess
underfeeding	underfeed
martians	martian
reiterated	reiterate
shelters	shelter
enthralled	enthrall
reexamines	reexamine
hornbills	hornbill
breakups	breakup
compensators	compensator
diapers	diaper
forget-me-nots	forget-me-not
audiotapes	audiotape
equalizing	equalize
grubbed	grub
concurrences	concurrence
grown-ups	grown-up
committeemen	committeeman
arrested	arrest
equalizations	equalization
scalings	scaling
bioethicists	bioethicist
foreshores	foreshore
interbreeding	interbreed
safflowers	safflower
writs	writ
pawnshops	pawnshop
stenciling	stencil
pre-qualifying	pre-qualify
epigraphs	epigraph
entraining	entrain
ghost-wrote	ghost-write
chondrocytes	chondrocyte
fifty-sevenths	fifty-seventh
gunmen	gunman
toothpastes	toothpaste
roiling	roil
reinstallations	reinstallation
affording	afford
outputting	output
curliest	curly
composures	composure
dates	date
yearlings	yearling
cholestases	cholestasis
misconceptions	misconception
fuzziest	fuzzy
slimming	slim
plaits	plait
vulnerablest	vulnerable
bears	bear
super-computers	super-computer
flapping	flap
shudders	shudder
immobilizes	immobilize
lyrics	lyric
halving	halve
images	image
remunerating	remunerate
manatees	manatee
beseeching	beseech
hunks	hunk
busiest	busy
appellations	appellation
nettled	nettle
keels	keel
y-axides	y-axis
dissidents	dissident
obediences	obedience
contemplating	contemplate
escapees	escapee
histidines	histidine
brewers	brewer
parleying	parley
doilies	doily
tapas	tapa
armbands	armband
lowering	lower
stretchiest	stretchy
underparts	underpart
cadgers	cadger
pretensions	pretension
gnawed	gnaw
nucleotides	nucleotide
wagging	wag
sickliest	sickly
taxes	tax
pussyfoots	pussyfoot
wanning	wan
reruns	rerun
abandoning	abandon
convoys	convoy
rapping	rap
acidifies	acidify
direst	dire
soaps	soap
jasmins	jasmin
keyboarding	keyboard
firecrackers	firecracker
eliding	elide
quarrelling	quarrel
twenty-fifths	twenty-fifth
fictionalized	fictionalize
labeled	label
beings	being
tumbling	tumble
cholines	choline
gateways	gateway
scrolled	scroll
changes	change
drying	dry
energies	energy
quarrying	quarry
fathers	father
bronchopneumonias	bronchopneumonia
doting	dote
munching	munch
restraining	restrain
weediest	weedy
dustpans	dustpan
swellest	swell
consignees	consignee
overdosing	overdose
metros	metro
ricochetted	ricochet
channeled	channel
treading	tread
mendacities	mendacity
anticses	antics
supermen	superman
agonized	agonize
gynaecologists	gynaecologist
transgressed	transgress
brethren	brother
span	spin
counter-cultures	counter-culture
disclosed	disclose
snowfields	snowfield
felons	felon
soughs	sough
advertises	advertise
welched	welch
spooking	spook
proteoglycans	proteoglycan
wallies	wally
steles	stele
reconceptualising	reconceptualise
splinted	splint
returning	return
oligosaccharides	oligosaccharide
bedcovers	bedcover
teens	teen
coarsened	coarsen
self-presentations	self-presentation
vaginas	vagina
mummifying	mummify
fifty-seconds	fifty-second
abrogations	abrogation
persists	persist
contraceptives	contraceptive
strafing	strafe
dewpoints	dewpoint
sclerotherapies	sclerotherapy
cronies	crony
boers	boer
imprisoned	imprison
condoles	condole
stalemates	stalemate
gaskets	gasket
reeds	reed
started	start
sensitized	sensitize
anglicising	anglicise
naturists	naturist
subcomponents	subcomponent
designing	design
stamina	stamen
hindfeet	hindfoot
counterfeiters	counterfeiter
perspiring	perspire
kens	ken
readdresses	readdress
over-ridden	over-ride
resumptions	resumption
supposes	suppose
scantest	scant
straddling	straddle
shot	shoot
hazarded	hazard
bonefishes	bonefish
catteries	cattery
scintillations	scintillation
perorations	peroration
wears	wear
quarried	quarry
hails	hail
rogues	rogue
bellyaches	bellyache
kinder	kind
outplaying	outplay
truncations	truncation
combusting	combust
blasted	blast
worldviews	worldview
re-appeared	re-appear
resited	resite
erasing	erase
macaroons	macaroon
off-days	off-day
tougher	tough
yogis	yogi
harmonizing	harmonize
bubbles	bubble
taped	tape
harasses	harass
menus	menu
flues	flue
occultations	occultation
issuing	issue
cageyest	cagey
looming	loom
subcarriers	subcarrier
preserving	preserve
writhing	writhe
navigating	navigate
plectra	plectrum
barrelling	barrel
seethed	seethe
sulphated	sulphate
rafts	raft
illuminating	illuminate
fungates	fungate
egoists	egoist
initialising	initialise
spreadsheets	spreadsheet
figures	figure
repainting	repaint
bounties	bounty
saints	saint
resales	resale
diagrams	diagram
eecs	eec
baptized	baptize
sallies	sally
steroids	steroid
over-indulging	over-indulge
freighters	freighter
brontosauruses	brontosaurus
diffusing	diffuse
counterposed	counterpose
overdressing	overdress
chamfers	chamfer
kilocalories	kilocalorie
cores	core
elongated	elongate
coursing	course
ers	er
phospholipids	phospholipid
cytarabines	cytarabine
beautifies	beautify
hypogonadisms	hypogonadism
coppicing	coppice
bots	bot
spouses	spouse
lodes	lode
supporting	support
faithfuls	faithful
absorptiometries	absorptiometry
tobogganed	toboggan
broiling	broil
rapidities	rapidity
autobiographies	autobiography
wets	wet
intervals	interval
mimicking	mimick
medicalising	medicalise
redesigning	redesign
parameterizations	parameterization
reis	real
intermixing	intermix
handwritings	handwriting
browbeaten	browbeat
affections	affection
bumps	bump
gables	gable
fudging	fudge
taboos	taboo
miasmas	miasma
cyclosporines	cyclosporine
repointed	repoint
postulates	postulate
kinases	kinase
cults	cult
subtler	subtle
tunas	tuna
resellers	reseller
straps	strap
turn-overs	turn-over
rubberiest	rubbery
misclassifications	misclassification
seeped	seep
storybooks	storybook
fescues	fescue
cussing	cuss
blabbered	blabber
titles	title
seventies	seventy
pullers	puller
receding	recede
addling	addle
roasts	roast
whelms	whelm
undercoated	undercoat
non-profits	non-profit
ice-creams	ice-cream
surgeons	surgeon
twenty-fourth	24
interoperated	interoperate
limestones	limestone
smuggling	smuggle
undertakes	undertake
wash-outs	wash-out
traversed	traverse
convened	convene
acclivities	acclivity
brittler	brittle
parkas	parka
condemned	condemn
longest-lived	long-lived
resends	resend
auras	aura
summarised	summarise
downgrades	downgrade
contravenes	contravene
masterclasses	masterclass
policymakers	policymaker
homepages	homepage
resurging	resurge
regimens	regimen
generalissimos	generalissimo
privations	privation
lither	lithe
spending	spend
confessing	confess
steppes	steppe
embellishes	embellish
procurators	procurator
diamonds	diamond
re-constructing	re-construct
facelifts	facelift
concretes	concrete
propellers	propeller
saying	say
loosening	loosen
ds	d
baby-sitters	baby-sitter
lodges	lodge
marimbas	marimba
nudibranchs	nudibranch
barricaded	barricade
abuts	abut
end-products	end-product
noncombatants	noncombatant
scoldings	scolding
fussiest	fussy
unsheathed	unsheathe
modals	modal
roundest	round
graters	grater
airmailing	airmail
bedtimes	bedtime
screamed	scream
panoplies	panoply
goggling	goggle
stigmatised	stigmatise
fashions	fashion
hampered	hamper
disarranges	disarrange
postdating	postdate
pigeon-holing	pigeon-hole
rescinding	rescind
transportations	transportation
aquatints	aquatint
bottle-fed	bottle-feed
contradictories	contradictory
filtrates	filtrate
connecting	connect
offals	offal
compacter	compact
ebbs	ebb
eves	eve
craters	crater
settlers	settler
reddening	redden
compounded	compound
dilutions	dilution
singers	singer
impends	impend
tetrahedrons	tetrahedron
keys	key
punctuates	punctuate
fulcrums	fulcrum
synergies	synergy
dramatizing	dramatize
cryptosporidia	cryptosporidium
chaps	chap
solaria	solarium
turbots	turbot
diarrhoeas	diarrhoea
confounded	confound
careers	career
zipped	zip
weds	wed
sabres	sabre
jazzmen	jazzman
undocked	undock
cataracts	cataract
bathing	bath
fissured	fissure
archangels	archangel
shoveling	shovel
gazes	gaze
yoking	yoke
squirting	squirt
re-focused	re-focus
gladiators	gladiator
polishings	polishing
petted	pet
irrigated	irrigate
supplements	supplement
orientated	orientate
snorted	snort
vocalizing	vocalize
washing-ups	washing-up
gores	gore
pinions	pinion
tending	tend
enrollees	enrollee
grandads	grandad
farmers	farmer
oversleeps	oversleep
doses	dose
shafts	shaft
basalts	basalt
drained	drain
circulates	circulate
snooks	snook
foodstuffs	foodstuff
riding	ride
extruders	extruder
encasing	encase
red-eyes	red-eye
gaslights	gaslight
triggerfishes	triggerfish
milliards	milliard
tap-dancings	tap-dancing
calamities	calamity
buxomer	buxom
inhibits	inhibit
disarming	disarm
miscalculates	miscalculate
antihypertensives	antihypertensive
altercations	alteration
demyelinations	demyelination
overwhelmed	overwhelm
whisks	whisk
minarets	minaret
previews	preview
backyards	backyard
sequencers	sequencer
partes	pars
ritualizing	ritualize
calyces	calyx
uprisings	uprising
ex-wives	ex-wife
malingered	malinger
ags	ag
clashed	clash
pavements	pavement
urges	urge
inter-universities	inter-university
shanghaied	shanghai
parents-in-law	parent-in-law
epidemics	epidemic
extensibilities	extensibility
humdingers	humdinger
campfires	campfire
penny-farthings	penny-farthing
markups	markup
defrosting	defrost
moggies	moggy
prompted	prompt
scolioses	scoliosis
divined	divine
heeding	heed
recreations	recreation
ordinates	ordinate
designates	designate
facilitates	facilitate
undernourished	undernourish
graving	grave
setters	setter
gainers	gainer
ticketing	ticket
sheds	shed
formulas	formula
slinging	sling
spindles	spindle
chamomiles	chamomile
manuscripts	manuscript
concerns	concern
ymcas	ymca
inclosing	inclose
monologues	monologue
dietaries	dietary
lovastatins	lovastatin
subsidizes	subsidize
gluttons	glutton
simpered	simper
slowcoaches	slowcoach
outfits	outfit
unsays	unsay
readjusts	readjust
plats	plat
defragmented	defragment
sheepfolds	sheepfold
everting	evert
multimeters	multimeter
mating	mate
suggesting	suggest
sacrificing	sacrifice
propagandising	propagandise
unpleasantnesses	unpleasantness
overfeeds	overfeed
souvenirs	souvenir
brims	brim
sloppiest	sloppy
equalizes	equalize
dollars	dollar
urticarias	urticaria
uranyls	uranyl
canopying	canopy
tee-shirts	tee-shirt
courtyards	courtyard
creatines	creatine
toothbrushings	toothbrushing
stubbed	stub
convicted	convict
stripiest	stripy
headlining	headline
glutens	gluten
strangleholds	stranglehold
homologues	homologue
immobilisers	immobiliser
faceting	facet
extradited	extradite
typings	typing
idealizes	idealize
re-red	re-read
pertained	pertain
newspapermen	newspaperman
touched	touch
fluffier	fluffy
meditated	meditate
confides	confide
snowboarders	snowboarder
cortèges	cortège
passbands	passband
re-locating	re-locate
skinning	skin
coos	coo
taller	tall
monosaccharides	monosaccharide
pourers	pourer
exhumed	exhume
hecklers	heckler
chs	ch
exorcisms	exorcism
washrooms	washroom
parameterised	parameterise
ossicles	ossicle
diversifies	diversify
allotted	allot
loses	lose
stockbreeders	stockbreeder
firebricks	firebrick
haemagglutinins	haemagglutinin
meningitides	meningitis
squandered	squander
post-dating	post-date
africans	african
morasses	morass
milestones	milestone
spews	spew
cilia	cilium
smokier	smoky
bellyached	bellyache
walkouts	walkout
wildcats	wildcat
thrashing	thrash
city-states	city-state
transports	transport
beats	beat
landladies	landlady
uprooted	uproot
unionising	unionise
pinpricks	pinprick
hatboxes	hatbox
personals	personal
lingering	linger
tangrams	tangram
mending	mend
alchemies	alchemy
slamming	slam
inked	ink
braided	braid
quickening	quicken
scriptwriters	scriptwriter
cava	cavum
corpuscles	corpuscle
diabetologists	diabetologist
surlier	surly
spectrals	spectral
forewent	forego
pensions	pension
ferrites	ferrite
bonding	bond
ice-skating	ice-skate
cross-checked	cross-check
embraces	embrace
plicae	plica
text-books	text-book
encapsulating	encapsulate
deflated	deflate
effing	eff
slobbered	slobber
sixty-fourths	sixty-fourth
sallows	sallow
bds	bd
appreciated	appreciate
purer	pure
volumes	volume
states	state
retiming	retime
purveys	purvey
speaking	speak
capes	cape
interfacings	interfacing
quantisations	quantisation
relaying	relay
feminises	feminise
re-integrates	re-integrate
he-men	he-man
sequestrating	sequestrate
disentangling	disentangle
narrates	narrate
